key,nome,nomeunita1,daprof,aprof,litologia,etarel,a
6822002,METANOPOLI 1,"SABBIE DI ASTI, ARGILL SANTERNO-MEMBRO PANDINO-ARGIL SANTERNO",990.0,1968.0,,PLIOCENE,
5341010,PC 27,BRECCIA ANIDRITI E DOLOMIE,990.0,1190.0,ANIDRITI E CALCARI DOLOMITICI,TRIAS SUP.,
1862016,PONTEDIRILLO 9,,990.0,1160.0,MARNE E GESSI,MIOCENE,
5534023,QUERCENNE 1,QUARZITI E FILLADI INFERIORI,990.0,1092.0,FILLADI,PALEOZOICO,
980189,VOLPAIE 1,SCAGLIA ROSSA,990.0,1075.0,ARGILLITE-CALCARE MARNOSO,CRETACEO,EOCENE
6825006,SERGNANO 1,,991.5,1300.5,ARGILLE,PLIOCENE,
4271002,PALINO 11,,993.0,1107.0,"MARNE ARGILLOSE,CALCARENITI,BRECCE",EOCENE,
6827009,ORZIVECCHI 1,,993.7,1152.7,GHIAIE E SABBIE,MIOCENE,
6627001,MONTICELLI D'ONGINA 1,,994.7,1779.7,MARNE ARENACEE CON SABBIE E CIOTTOLI,MIOCENE,
214902,CESANO 1RC,FORMAZIONE DELLA SCAGLIA S.L.,995.0,1050.0,CALCARE MARNOSO-MARNA-CALCARE,EOCENE,
4272011,PALINO 17,,995.0,1274.0,"CALCARI,MARNE ARGILLOSE,ARGILLE SCA",MIOCENE INF.,
4847006,RC 1,SCAGLIA,995.0,1280.0,"CALCARI MARNOSI, MARNE E CALCARI",EOCENE,CRETACEO SUP.
971585,VOLPAIE 2,MACIGNO,995.0,1170.0,ARENARIA,OLIGOCENE-SUP,AQUITANIANO
6823018,SETTALA 12D,SABBIE DI ASTI,995.15,1409.15,SABBIE,PLIOCENE SUP.,
6823005,MERLINO 1,SABBIE DI ASTI,995.2,1502.7,BANCHI DI SABBIE CON LIVELLI DI ARGILLE,PLIOCENE SUP.,
6823005,MERLINO 1,PANDINO,995.2,1502.7,BANCHI DI SABBIE CON LIVELLI DI ARGILLE,PLIOCENE SUP.,
6823005,MERLINO 1,ARGILLE DEL SANTERNO,995.2,1502.7,BANCHI DI SABBIE CON LIVELLI DI ARGILLE,PLIOCENE SUP.,
6827013,ORZIVECCHI 5,,995.5,1196.5,GHIAIE E SABBIE,MIOCENE,
6643001,VILLADOSE 1,,995.5,1592.5,MARNE,OLIGOCENE,
6724008,CAVIAGA 50,,995.7,1498.7,"ARGILLE,SABBIE",PLIOCENE,
6433002,CORREGGIO 33,ARGILLE DEL SANTERNO,996.0,1211.5,,PLEISTOCENE SUPERIORE,
6241007,IMOLA 2,,996.0,1656.0,SABBIE E ARGILLE,PLIOCENE,
6243007,COTIGNOLA 1,,996.45,1039.45,"SABBIE,MARNE",MIOCENE,
6829009,LENO 3,,996.55,1405.55,ARGILLE,PLIOCENE,
6725008,RIPALTA 26,,996.65,1649.65,SABBIE E ARGILLE,PLIOCENE,
2983975,MARTINENGO 1,,998.2,1091.2,"SABBIE DA FINI A GROSSOLANE CON INTERCALAZIONI DI ARGILLE GRIGIE, PRESENZA DI GHIAIA E DI LIGNITE",PLIOCENE INF.,
6825007,SERGNANO 4,,999.5,1520.5,ARGILLE,PLIOCENE,
646028,160,BASAMENTO METAMORFICO SL,1000.0,1103.5,SCISTO,PALEOZOICO,
5535009,152 PROFONDO,VERRUCANO,1000.0,1350.0,FILLADI,TRIAS SUP.,TRIAS MED.
5243007,ALFINA 2,CALCARE MASSICCIO,1000.0,1040.0,CALCARI,LIAS,
6535014,CAVONE 13,COLOMBACCI,1000.0,1860.0,ARGILLE,MESSINIANO,
1008758,CERRETA 3,BRECCIA ANIDRITI E DOLOMIE SCT,1000.0,1595.0,CALCARE DOLOMITICO-ANIDRITE,TRIASSICO-S,
275926,CLARA OVEST 11 DIR,,1000.0,1529.0,ARGILLE E SABBIE,,
534471,COLLA 2,,1000.0,4044.0,"FILLADI, QUARZITI, SCISTI",PERMIANO,PRECAMBRIANO
26025,COLLA 2B,,1000.0,2898.3,"FILLADI, METARENARIE, SCISTI",PERMIANO,PRECAMBRIANO
499304,LUMIERA 2,GRUPPO FORM. VERRUCANO SCT,1000.0,1046.9,QUARZITI-SCISTO-ANIDRITE,TRIASSICO-MEDIO,TRIASSICO-SUP
4959012,MADONNA DELLA CROCE 2,,1000.0,1334.0,CALCARI,CRETACEO,
1001661,MIRAMARE 1,,1000.0,1072.0,ALTERNANZE DI MARNE E SABBIE E TRACCE DI GESSI E CARBONE,MIOCENE SUP ,
957676,RADICONDOLI 26,MACIGNO,1000.0,1340.0,ARENARIE,OLIGOCENE,
182645,RADICONDOLI 26B,MACIGNO,1000.0,1340.0,"ARENARIE,SILTITI",MIOCENE INF.,OLIGOCENE
4160023,S.VITO 3,ZONA ALTERAZIONE FILLITICA,1000.0,1345.0,TRACHITI,PLEISTOCENE,
5534028,SPERIMENTALE 1/SR,SERIE UNITA' DI MASSA,1000.0,1600.0,"FILLADI,SCISTI ARENACEI E QUARZITI",TRIAS SUP.,
280946,SPERIMENTALE 2/CN,GRUPPO FORM. VERRUCANO SCT,1000.0,1150.0,QUARZITI-FILLADI CLORITICHE,TRIASSICO-MEDIO,TRIASSICO-SUP
5535022,VAL PAVONE 2,BRECCIA ANIDRITI E DOLOMIE,1000.0,1033.7,ANIDRITI E CALCARI DOLOMITICI,TRIAS SUP.,
768246,VC 4,MACIGNO,1000.0,1090.0,ARENARIA,MIOCENE-INF,
6226001,PONTREMOLI 1,,1000.75,1159.75,MARNE E CALCARI,EOCENE,CRETACEO
1005312,SANTEDOARDO 2,BRECCIA ANIDRITI E DOLOMIE SCT,1001.0,1070.0,CALCARE DOLOMITICO-ANIDRITE,RETICO,
907478,SARA 1,,1003.0,1185.0,ARGILLE,,
6527009,CORTEMAGGIORE 115D,,1004.0,1618.0,ARGILLE CON SABBIE,PLEISTOCENE,PLIOCENE INF.
7040001,VILLAVERLA 1,,1004.02,1492.02,CALCARI,CRETACEO,
924595,MANCINO,GRUPPO FORM. VERRUCANO SCT,1005.0,1059.05,ANAGENITI-SCISTO-QUARZITI,TRIASSICO-MEDIO,TRIASSICO-SUP
5534007,MONTERUFOLI 1,BRECCIA ANIDRITI E DOLOMIE,1005.0,1175.0,ANIDRITI E CALCARI DOLOMITICI,TRIAS SUP.,
1008544,S.FILIPPO 1,,1005.0,1115.0,ARGILLA CALCAREA CON SOTTILI  LIVELLI DI SABBIA E ARENARIA,,
6525004,TURRO 2,,1005.0,1130.0,MARNE SILTOSE,MIOCENE,
6825009,RIPALTA 39,ARGILLE DEL SANTERNO,1005.1,1586.1,ARGILLE SABBIOSE PASSANTI A MARNE,PLIOCENE SUP.,PLIOCENE INF.
5744001,PIEVE S.STEFANO 1,ARENARIE DEL MONTE CERVAROLA,1005.5,1280.5,ARENARIA QUARZOSA TALORA PASSANTE A SILTSTONE CON INTERCALAZIONI DI ARGILLA SILTOSA. PRESENZA DI LIVELLI DI PACKSTONE INTRACLASTICO E FOSSILIFERO,MIOCENE INF.,OLIGOCENE SUP.
731144,TOLOMEI 1 DIR,LACUSTRE DELL'ELSA,1006.0,1436.0,"ARGILLE GRIGIE, SILTOSO SABBIOSE, TALORA PASSANTI A MARNE GRIGIASTRE CON INTERCALAZIONI DI SABBIE E ARENARIE QUARZOSE DA FINISSIME A MEDIE A CEMENTO CARBONACEO E SILICEO, PRESENZA DI LIVELLETTI DI CONGLOMERATO POLIGENICO E DI LIGNITE",MESSINIANO,
873083,VC 3,CALCARE MASSICCIO,1006.0,1130.0,CALCARE-CALCARE RICRISTALLIZ,LIAS-INF,
551642,VC 9,MEMBRO DEGLI SCISTI VIOLA SCT,1006.0,1101.0,FILLADI SERICITICHE/CLORITICHE,TRIASSICO-MEDIO,TRIASSICO-SUP
6724009,CAVIAGA 54,,1006.2,1759.2,"ARGILLE,SABBIE E CIOTTOLI",PLIOCENE,
6241009,IMOLA 8,,1006.2,3062.2,SABBIE E ARGILLE,PLIOCENE,
6828002,DELLO 2,,1006.6,1413.6,ARGILLE CON GHIAIE,PLIOCENE,
6827007,ORZINUOVI 2,,1006.6,1840.6,ARGILLE,PLIOCENE,
6334004,RUBIERA 3,,1007.0,1501.0,"SABBIE,MARNE CON ARENARIE",MIOCENE,
6724005,SECUGNAGO 2,,1007.6,1742.6,SABBIE E MARNE,MIOCENE,
6540001,CASAGLIA 2,,1009.0,1056.0,DOLOMIE SELCIFERE,,
6343002,TRAVASONA 2,FUSIGNANO,1009.0,1350.0,,MESSINIANO,
167778,ELISA 1,,1010.0,1092.0,ANIDRITI,,
5142015,LATERA 6,VULCANITI ALCALINO POTASSICHE,1010.0,1470.0,LAVE E TRACHITI,QUATERNARIO,
1005814,LIDO 1,,1010.0,1136.0,ALTERNANZA DI SABBIE E ARGILLA SABBIOSA,PLIOCENE INF,PLIOCENE INF
718206,LUMIERA 1BIS A,,1010.0,2286.7,"FILLADI,MICASCISTI,QUARZITI",PALEOZOICO,
5434007,MONTEROTONDO 21,GRUP. FORM DEL VERRUCANO SCT,1010.0,1276.35,SCISTI,TRIAS INF.,PERMIANO SUP.
70309,PALAZZACCIO 1,GRUPPO FORM. VERRUCANO SCT,1010.0,1110.0,FILLADI SERICITICHE/CLORITIVHE-CALCARE RICRISTALLIZZATO-ANIDRITE,TRIASSICO-MEDIO,TRIASSICO-SUP
497170,SERRA 2,BASAMENTO METAMORFICO SL,1010.0,1319.0,SCISTO-QUARZITI,PALEOZOICO,
533216,SESTA 2,BRECCIA ANIDRITI E DOLOMIE SCT,1010.0,1215.0,CALCARE DOLOMITICO-ANIDRITE,RETICO,
1000873,VOLPAGO 1,,1010.0,1017.0,CALCILUTITE MARNOSA,PONTICO,
6822001,LANZANO 1,PANDINO,1010.1,1676.1,SABBIE E ARGILLE,PLIOCENE SUP.,
6822001,LANZANO 1,ARGILLE DEL SANTERNO,1010.1,1676.1,SABBIE E ARGILLE,PLIOCENE SUP.,
6822001,LANZANO 1,SABBIE DI ASTI,1010.1,1676.1,SABBIE E ARGILLE,PLIOCENE SUP.,
6829012,MACLODIO 4,,1010.95,1104.95,MARNE,MIOCENE,OLIGOCENE
6330003,TRAVERSETOLO 1,,1011.6,1804.6,"MARNE,SABBIE,ARENARIE E CIOTTOLI CON GESSI",MIOCENE,
1001391,FERRANDINA C,,1012.0,1204.0,"INTERCALAZIONI DI ARGILLA PLASTICA, SILTOSA E SABBIOSA CON SABBIA E GHIAIA",,
6829001,BORGOSATOLLO 1,,1012.4,1296.4,CALCARI E MARNE,EOCENE,
4865002,CUPELLO 13,,1013.0,1399.0,ARGILLE E SABBIE,PLIOCENE,
6823011,PANDINO 8,,1013.3,2039.8,SABBIE E ARGILLE,PLIOCENE,
562843,151,BRECCIA ANIDRITI E DOLOMIE SCT,1015.0,1050.0,ANIDRITE,TRIASSICO-SUP,
1007968,MARCELLA 1,COMPLESSO MARNOSO-ARENACEO,1015.0,1105.0,"FITTE ALTERNANZE DI ARGILLA MARNOSO-SILTOSA E SABBIA QUARZOSA, GRIGIA, DA MEDIA A FINE",AQUITANIANO,
4060008,MOFETE 9D,VULCANITI ALCALINO POTASSICHE,1015.0,1465.0,LATITI E TRACHITI,PLEISTOCENE SUP.,
6823010,PANDINO 7,,1015.3,1975.3,"SABBIE,ARGILLE E GHIAIE",PLIOCENE,
3978005,GOLFO 1,,1016.0,1115.0,CALCARI E CALCARI MARNOSI,EOCENE,
6242003,IMOLA 3,,1016.0,1829.0,SABBIE E ARGILLE,PLIOCENE,
3880008,DIMORA 2,,1016.1,1396.1,ARGILLE CON SABBIE,QUATERNARIO,
6626007,CREMONA 1S,,1016.15,2555.15,"MARNE ARENACEE,SABBIE E CIOTTOLI CON ARENARIE",MIOCENE,
6823017,SETTALA 11D,SABBIE DI ASTI,1016.15,1428.15,SABBIE,PLIOCENE SUP.,
6336012,SPILAMBERTO 2,,1016.2,1326.2,ARGILLE,PLIOCENE,
6826011,SERGNANO 6,,1016.5,1464.5,ARGILLE,PLIOCENE,
6724010,CAVIAGA 59,,1016.65,1932.65,SABBIE E ARGILLE CON CONGLOMERATI,PLIOCENE,
1000873,VOLPAGO 1,,1017.0,1070.0,"CONGLOMERATI, MARNE ARGILLOSE CON INTERCALAZIONI ARENACEE",PONTICO,
4865006,CUPELLO 19,,1018.0,1374.0,ARGILLE E SABBIE,PLIOCENE,
4272010,PALINO 16,,1019.0,1234.0,"ARGILLE MARNOSE,MARNE,ARENARIE,SABB",,
6433009,CORREGGIO 10,,1019.4,1346.4,ARGILLE E SABBIE,PLIOCENE,
6823009,PANDINO 1,,1019.65,1943.65,"SABBIE,ARGILLE E GHIAIE",PLIOCENE,
1005804,BEA 1,,1020.0,1375.0,ARGILLE E SABBIE,PLIOCENE,
779653,MONTEVERDI 1,GRUPPO FLYSCH CALC.-MARN. F.L.,1020.0,1715.0,ARGILLITE-CALCARE-CALCARENITE,CRETACEO-SUP,
5442002,PAGLIA 1,FORMAZIONI CONTINENTALI,1020.0,1130.0,CONGLOMERATI,MIOCENE SUP.,
1862013,PONTEDIRILLO 1,,1020.0,1214.0,ARGILLE E MARNE,PLIOCENE,
5534026,PUNTONE 3,COMPLES. SCAGLIE TETTONICHE SCT,1020.0,1464.3,BRECCIA-FILLADI CLORITICHE-ANAGENITI-MARMI-ANIDRITE-FILLADI GRAFITOSE,PALEOZOICO,
395814,RADICONDOLI 26A,,1020.0,1320.0,"ARENARIE,SILTITI",MIOCENE INF.,OLIGOCENE
166440,SANGIOVANNI 1BIS,FLYSCH CALCAREO-MARNOSO F.L.,1020.0,1130.0,CALCARE MARNOSO-MARNA,CRETACEO-SUP,
5535019,SELVA 2,CALCARE CAVERN.BRECCE POLIG.,1020.0,1175.0,ANIDRITI E CALCARI DOLOMITICI,TRIAS,
2667023,VULCANO 1,,1020.15,1310.15,"LAVA DA VACUOLARE A COMPATTA, BRECC",,
6828007,MACLODIO 2,,1020.45,1205.45,MARNE,MIOCENE,
6241008,IMOLA 6,,1021.6,1705.6,SABBIE E ARGILLE,PLIOCENE,
6824003,SERESOLE 1,ARGILLE DEL SANTERNO,1022.0,1488.0,,PLIOCENE,
6829011,MACLODIO 3,,1022.95,1040.45,MARNE,MIOCENE,
6529006,GHIARA 1DIR.,ARGILLE DEL SANTERNO,1023.0,1081.0,,"PLIOCENE MEDIO-SIPERIOEW, PLEISTOCENE INFERIORE",
6621006,CASTEGGIO 10,,1024.5,1315.5,MARNE CON SABBIE E CIOTTOLI,MIOCENE,
753007,GABBRO 2,MEMBRO ANAGENITI MINUTE SCT,1025.0,1150.0,ANAGENITI-FILLADI SERICITICHE,TRIASSICO-M,TRIASSICO-S
441006,MANDRIOLO,SCAGLIE TETTONICHE,1025.0,1256.0,FILLADI,ETA' IMPRECISATA,
6442004,PORTOVERRARA 1,,1025.0,1204.0,MARNE CON SABBIE,MIOCENE,
6825008,SERGNANO 8,,1025.3,1341.3,ARGILLE SABBIOSE,PLIOCENE,
349910,IMOLA 7,,1026.3,1700.3,SABBIE E ARGILLE,PLIOCENE,
8320634,CAPO NEGRO 1 DIR,CHIARAMONTE,1028.0,1060.0,MUDSTONE BIANCO-BEIGE A RARI TINTINNEDI,TITONIANO-BERRIASIANO-VALANGINIANO,
1862006,GELA 1,,1028.0,1080.0,MARNE,QUATERNARIO,
3879005,PISTICCI 1,,1028.0,1375.0,ARGILLE,QUATERNARIO,
6527002,CORTEMAGGIORE 4,,1029.35,1540.35,ARGILLE SABBIOSE,PLIOCENE,
339072,112,GRUPPO FORM. VERRUCANO SCT,1030.0,1061.0,QUARZITI,TRIASSICO-MEDIO,TRIASSICO-SUP
634351,LUSTIGNANO 5,BRECCIA ANIDRITI E DOLOMIE SCT,1030.0,1075.95,ANIDRITE-CALCARE DOLOMITICO,TRIASSICO-SUP,
6827011,ORZIVECCHI 3,,1030.0,1210.0,GHIAIE E SABBIE,MIOCENE,
5534029,S.SILVESTRO 2,SCAGLIA ROSSA,1030.0,1070.0,ARGILLITI,CRETACEO,
4765005,TRIGNO 6,,1030.0,1526.0,ARGILLE E SABBIE,PLIOCENE,
1009556,VILLAMADAMA,COMPLES. SCAGLIE TETTONICHE SCT,1030.0,1159.0,SCISTO-ANIDRITE,PALEOZOICO,TRIASSICO
6336013,SPILAMBERTO 12,,1031.2,1280.2,ARGILLE E SABBIE,PLIOCENE,
6527003,CORTEMAGGIORE 6,,1031.55,1474.55,ARGILLE,PLIOCENE,
6541002,BAURA 1,,1031.6,1300.6,MARNE,MIOCENE,
6334003,CASALGRANDE 2,,1031.6,1483.6,"ARGILLE,SABBIE E MARNE",MIOCENE,
6823024,BRAZZUTO 1,ARGILLE DEL SANTERNO,1032.5,1762.0,ARGILLE,PLIOCENE SUP.,PLIOCENE INF.
6626005,PONTENURE 3,,1033.2,1745.5,ARGILLE CON SABBIE,PLIOCENE,
5143007,BOLSENA 1,GRUPPO FORMAZIONI POSTOROGENICHE,1035.0,1135.0,ARGILLE E SABBIE,PLIOCENE INF.,
287360,LUSTIGNANO 6,BRECCIA ANIDRITI E DOLOMIE SCT,1035.0,1130.0,ANIDRITE,TRIASSICO-SUP,
901044,PUNTONE 2,BRECCIA ANIDRITI E DOLOMIE SCT,1035.0,1100.0,CALCARE,RETICO,
6343001,TRAVASONA 1,ARGILLE DEL SANTERNO,1035.0,1102.0,,PLIOCENE INFERIORE,
6443042,SABBIONCELLO 26,ARGILLE DEL SANTERNO,1036.5,1123.5,ARGILLE,PLEISTOCENE,PLIOCENE MED.
6922015,SEREGNA 3,GALLARE,1037.0,1382.0,MARNE,LANGHIANO,
6921003,BRUGHERIO 10,,1038.15,1198.15,"SABBIE,GHIAIE E ARGILLE",MIOCENE,
6826010,ROMANENGO 10,,1038.3,1856.3,ARGILLE CON SABBIE,PLIOCENE,
6829013,MACLODIO 5,,1038.95,1100.45,"MARNE,SABBIE E GHIAIE",MIOCENE,
7015461,BRUGA 1,RIBERA,1039.0,1180.0,ARGILLE GRIGIE TALORA SILTOSO-SABBIOSE CON RARI LIVELLI SABBIOSI,PLIOCENE SUP.,
6823004,SPINO D'ADDA 1,SABBIE DI ASTI,1039.12,1525.12,SABBIE CON BANCHI DI ARGILLE,PLIOCENE SUP.,
6823004,SPINO D'ADDA 1,ARGILLE DEL SANTERNO,1039.12,1525.12,SABBIE CON BANCHI DI ARGILLE,PLIOCENE SUP.,
2068006,CATANIA 10,,1040.0,1150.0,CALCARI,GIURASSICO,
4846009,CESANO 7,GR. FOR. FLYSCH DELLA TOLFA F.L.,1040.0,1160.0,"CALCARENITI, ARGILLITI",CRETACEO SUP.,
69619,FARNETA,GRUPPO FORM. VERRUCANO SCT,1040.0,1136.0,FILLADI-QUARZITI,TRIASSICO-MEDIO,TRIASSICO-SUP
5534001,GABBRO 11,QUARZITI E FILLADI INFERIORI,1040.0,2138.0,FILLADI,PALEOZOICO,
5534006,SERRAZZANO 15,QUARZITI E FILLADI INFERIORI,1040.0,2004.0,FILLADI,PALEOZOICO,
4668018,TORRENTE TONA 10,,1040.0,1600.0,"SABBIE,ARGILLE E MARNE",PLIOCENE,
5534017,VALLONSORDO 2,CALCARE CAVERN.BRECCE POLIG.,1040.0,1234.25,ANIDRITI E CALCARI DOLOMITICI,TRIAS SUP.,
6823013,PANDINO 12,,1040.3,2072.3,"SABBIE,ARGILLE E GHIAIE",PLIOCENE,
787015,REGINA 1 DIR,,1041.0,1781.0,SABBIE E ARGILLE,,
6726002,CREMONA 6S,,1041.05,1220.95,MARNE E SILTITI,MIOCENE,
6433012,CORREGGIO 23,,1041.25,1846.25,ARGILLE E SABBIE,PLIOCENE,
6724011,CAVIAGA 60BIS,ARGILLE DEL SANTERNO,1041.9,1296.4,ARGILLE,PLIOCENE SUP.,PLIOCENE INF.
6433001,BAGNOLO IN PIANO 3,ARGILLE DEL SANTERNO,1042.0,1215.0,,PLEISTOCENE-PLIOCENE SUPERIORE,
6948001,S.DONA' DI PIAVE 1,,1042.7,1166.7,ARGILLE E SABBIE,PLIOCENE,
460716,BARBARA 34 DIR,,1044.0,1839.0,SABBIE E ARGILLE,,
6921004,BRUGHERIO 17D,,1044.3,1131.3,"GHIAIE,SABBIE E ARGILLE",MIOCENE,
5554001,NARDI 1D,,1044.5,1124.5,"ARGILLE,MARNE,CALCARI ARGILLOSI",MESSINIANO,OLIGOCENE
6536007,CAVONE 16,,1045.0,2636.0,ARGILLE E MARNE,MESSINIANO,EOCENE SUP.
5835001,CERTALDO 4,LACUSTRE DELL'ELSA,1045.0,1773.0,,MESSINIANO,
952342,DOLMI 2,BRECCIA ANIDRITI E DOLOMIE SCT,1045.0,1145.0,ANIDRITE-CALCARE DOLOMITICO-FILLADI SERICITICHE,TRIASSICO-SUP,
1007101,ORISTANO 2,,1045.0,1190.0,ANDESITE PORFIRITOSA CON INTERCALAZIONI DI MARNE TUFACEE,MIOCENE-PLIOCENE,
6822005,ROVERBELLA 1,PANDINO,1045.15,1448.15,SABBIE CON LIVELLI DI ARGILLE,PLIOCENE SUP.,
6822005,ROVERBELLA 1,ARGILLE DEL SANTERNO,1045.15,1448.15,SABBIE CON LIVELLI DI ARGILLE,PLIOCENE SUP.,
6725013,RIPALTA 35D,"ARG. D.SANTERNO,SABB. CAVIAGA",1045.2,1557.2,"ARGILLE,SABBIE",PLIOCENE INF.,
6726004,CREMONA 15S,,1045.8,1295.8,SABBIE E MARNE,MIOCENE,
6822012,LAMBRATE 2D,,1046.6,1505.6,SABBIE E ARGILLE,PLIOCENE,
7050002,CAVALLETTO 2,,1046.8,1656.8,ARGILLE CON CALCARI,MESSINIANO,TORTONIANO
4767005,COLLE SCALELLA 2,,1047.0,1146.0,SABBIA E SABBIA ARGILLOSA TALORA CEMENTATE CON LIVELLI DI ARGILLA. GAS FINO A 1057.5. NO ACQUA SALATA,PLIOCENE MEDIO-SUPERIORE,
6922007,BRUGHERIO 13,,1048.0,1177.0,"GHIAIE,SABBIE E ARGILLE",MIOCENE,
6921002,BRUGHERIO 8,,1048.0,1812.0,"MARNE,SABBIE E GHIAIE",MIOCENE,
6724002,CAVIAGA 60,ARGILLE DEL SANTERNO,1048.0,1301.0,,PLIOCENE,
6443043,"SABBIONCELLO 26D""A""",ARGILLE DEL SANTERNO,1048.5,1135.5,ARGILLE,PLEISTOCENE,PLIOCENE MED.
6924001,CANONICA D'ADDA 1,"SERCIGNANO, GALLARE, GONFOLITE, GALLARE",1049.0,4080.0,,MIOCENE,
6443036,SABBIONCELLO 21D,ARGILLE DEL SANTERNO,1049.0,1134.0,ARGILLE,PLEISTOCENE,PLIOCENE MED.
135261,145,BRECCIA ANIDRITI E DOLOMIE SCT,1050.0,1100.0,CALCARE DOLOMITICO-ANIDRITE,TRIASSICO-SUP,
562843,151,GRUPPO DEL VERRUCANO,1050.0,1198.1,QUARZITI,TRIASSICO,
128729,CAMPOAIPERI,QUARZITI E FILLADI INFERIORI,1050.0,1525.0,FILLADI CLORITICHE-QUARZITI,PALEOZOICO,
5434005,CASTIGLIONI 1,BRECCIA ANIDRITI E DOLOMIE,1050.0,1110.0,ANIDRITI E CALCARI DOLOMITICI,TRIAS SUP.,
214902,CESANO 1RC,FORMAZIONE DELLA SCAGLIA S.L.,1050.0,1150.0,CALCARE MARNOSO-MARNA-CALCARE,PALEOCENE,
4160004,CIGLIANO 1D,ZONA ALTERAZIONE FILLITICA,1050.0,2100.0,"TUFITI,BRECCIA VULCANICA E TRACHITI",QUATERNARIO,
1009091,FERRANDINA B,,1050.0,1099.0,ARGILLA PLASTICA SILTOSA CON LIVELLETTI DI SABBIA ARGILLOSA. ACQUA SALATA,,
815636,LAGO 8,QUARZITI E FILLADI INFERIORI,1050.0,1659.0,FILLADI CLORITICHE/SERICITICHE,PALEOZOICO,
1008160,LAGO 8,QUARZITI E FILLADI INFERIORI,1050.0,1659.0,FILLADI CLORITICHE-FILLADI SERICITICHE,PALEOZOICO,
5533001,MONTEVERDI 7,BRECCIA ANIDRITI E DOLOMIE,1050.0,1100.0,ANIDRITI E DOLOMIE,TRIAS SUP.,
444540,PC 16BISA,GRUPPO FORM. VERRUCANO SCT,1050.0,1150.0,ANAGENITI,TRIASSICO-MEDIO,TRIASSICO-SUP
975751,PC 16BISB,GRUPPO FORM. VERRUCANO SCT,1050.0,1200.0,ANAGENITI,TRIASSICO-MEDIO,TRIASSICO-SUP
5341007,PC 26,FARMA,1050.0,2880.0,"FILLADI,METAGREYWACKES,SCISTI",CARBONIFERO,
973659,SANTAMARIA 2,,1050.0,4146.7,"OFIOLITI,FILLADI,CALC.,QUARZ.,MICAS",TRIAS SUP.,PRECAMBRIANO
28266,SESTA 4,ARENARIE ROSSE CAS. N . POR. ROS. SCT,1050.0,1056.0,GREIWACKES LITICHE,PERMIANO,
787773,VC 7,NON DEFINITA,1050.0,1140.0,PERDITA TOTALE DI CIRCOLAZIONE,ETA' IMPRECISATA,
4944008,VICO 1,CALCARE CAVERN.BRECCE POLIG.,1050.0,1100.5,CALCARI,TRIASSICO SUP.,
6826004,GALLIGNANO 1,,1050.35,1784.35,ARGILLE,PLIOCENE,
4961005,POGGIOFIORITO 1BIS,ARGILLE DEL SANTERNO,1051.0,1107.0,ARGILLE,PLIOCENE MED.,
6821001,LOCATE TRIULZI 1,SABBIE DI DESANA,1052.0,1835.0,,PLIOCENE MEDIO,
849911,BETTINA 1,,1053.0,2425.0,ARGILLE E SABBIE,,
6433003,BAGNOLO IN PIANO 1,,1053.2,2487.2,"ARGILLE,SABBIE,MARNE E ARENARIE",PLIOCENE,
261162,ANTINEA 1,,1054.0,2750.0,SABBIE E ARGILLE,,
6443030,SABBIONCELLO 40D,ARGILLE DEL SANTERNO,1054.3,1133.3,ARGILLE,PLEISTOCENE,PLIOCENE MED.
6340004,SELVA 1,,1054.5,1328.5,ARGILLE E SABBIE,PLIOCENE,
6723001,SALERANO 1,,1054.6,2148.1,ARGILLE E SABBIE,PLIOCENE,
1003645,RADICONDOLI 16,MACIGNO,1055.0,1331.0,ARENARIA CEM. SERIC.,OLIGOCENE-S,MIOCENE-I
6540001,CASAGLIA 2,CALCARI GRIGI DI NORIGLIO,1056.0,1466.0,DOLOMIE GRIGIO NOCCIOLA,,
6527013,CORTEMAGGIORE 119D,,1056.0,1626.0,ARGILLE CON SABBIE,PLEISTOCENE,PLIOCENE INF.
1009930,OFFIDA 1,,1056.0,2289.0,MARNE CON QUALCHE SOTTILE INTERCALAZIONE SABBIOSA,,
6626001,PONTENURE 1,,1056.2,1792.8,ARGILLE CON SABBIE,PLIOCENE,
6332002,ALBINEA 1,,1056.25,1202.25,SABBIE E MARNE,MIOCENE,
6725012,CAVIAGA 28,,1056.55,1489.0,"ARGILLE,SABBIE E CIOTTOLI",PLIOCENE,
7245001,SEDICO 1,,1056.6,1241.6,MARNE CON CALCARI,PALEOCENE,
6443026,SABBIONCELLO 36D,ARGILLE DEL SANTERNO,1057.3,1141.3,ARGILLE,PLEISTOCENE,PLIOCENE MED.
5954001,JESI 3,,1057.5,1267.5,"MARNE,ARGILLE E SABBIE",MIOCENE,
6443041,SABBIONCELLO 24D,ARGILLE DEL SANTERNO,1059.0,1155.5,ARGILLE,PLEISTOCENE,PLIOCENE MED.
6826008,ROMANENGO 8,,1059.5,1896.5,"ARGILLE,GHIAIE E SABBIE",PLIOCENE,
905522,159,BRECCIA ANIDRITI E DOLOMIE SCT,1060.0,1322.0,CALCARE CAVERNOSO-ANIDRITE,TRIASSICO-SUP,
8320634,CAPO NEGRO 1 DIR,BCE,1060.0,1068.0,WACKSTONE A SACCOMA BRECCIA ALLA BASE,MALM,
596921,CARBOLI CBIS,QUARZITI E FILLADI INFERIORI,1060.0,2906.3,FILLADI CLORITICHE,PALEOZOICO,
