key,nome,nomeunita1,daprof,aprof,litologia,etarel,a
1003822,VECCHIOVASCONE,CALCARI SELCIF. GRIG. CHIAR.,22.5,193.7,CALCARE SELCIFERO,LIAS MED.SUP. SL,
165200,BAGNORE 15,LIGURIDI S.L.,23.0,245.0,ARENARIA-ARGILLITE-CALCARE MARNOSO,CRETACEO,EOCENE
2449001,COSTA DI BALLO,,23.0,40.0,ARGILLA MARNOSA VERDE COMPATTA,,
7810152,GAGLIANO NORD 1,,23.0,80.0,MARNE E ARGILLE,OLIGOCENE,
1004175,IFV 2,,23.0,78.0,BRECCIA VULCANICA,,
6410001,SOMMARIVA DEL BOSCO 1,,23.0,240.0,,PLEISTOCENE,
3876001,TEMP ROSSA 1D,,23.0,1295.0,ARGILLE E ARENARIE,,
5044019,ZITELLE,,23.0,49.0,TUFI,PLEISTOCENE,
762731,AGOSTINO 38 DIR,,24.0,2400.0,ARGILLE,,
1000705,CARBOLIHN 2,GRUPPO FORMAZIONI POSTOROGENICHE,24.0,51.0,CONGLOMERATO-SABBIA,MIOCENE,
1007101,ORISTANO 2,,24.0,218.0,"SUCCESSIONE DI: ARGILLE ED ARGILLE SILTOSE GRIGIO BLUASTRE E GRIGIO SCURE. MARNE ARGILLOSE E MARNE GRIGIO SCURE VERDASTRE TALORA SABBIOSE E SILTOSE. GHIAIA MEDIA E GROSSA AD ELEMENTI DI GRANITO, QUARZO, FELDSPATI E TUFI. SABBIE ED ARENARIE TALORA ARGILLOSE",PLIOCENE SUPERIORE,
1000325,TEANO 1,COMPLESSO VULCANICO,24.0,29.5,BANCO DI POMICI BIANCASTRE E SCORIE VETROSE,PLEISTOCENE,
3881002,FOSSO DEL BRIGANTE 1,,24.1,1364.1,ARGILLE SILTOSE E SABBIOSE CON SABB,OLOCENE,PLEISTOCENE
1001157,MONTEROTONDO 1,SCAGLIA ROSSA,24.3,251.35,ARGILLITE,CRETACEO,EOCENE
5756001,CAMERANO 1,,24.4,403.4,ARGILLE CON SABBIE,PLEISTOCENE,PLIOCENE MED.
8877251,ADA 1,,24.5,1486.7,SABBIE E ARGILLE,QUATERNARIO,
174206,53,CALCAREO-MARNOSA. F.L.,25.0,375.0,ARGILLITE-CALCARE MARNOSO-CALCARENITE-ARENARIA CEM. CARB,CRETACEO-SUP,
3221001,DELIANOVA,,25.0,90.0,INTERCALAZIONI DI ARENARIE E MARNE,,
809229,DOLIANOVA,,25.0,90.0,ARENARIE E MARNE,,
1006336,FILADIMEZZO,LIGURIDI S.L.,25.0,45.0,CALCARE-ARGILLITE,CRETACEO,EOCENE
3085002,HERA LACINIA 1,,25.0,1400.0,ARGILLE CON SABBIE E CIOTTOLI,PLIOCENE,
5633007,LAIATICO 1,,25.0,2047.0,"ARGILLE,SABBIE,ARENARIE",PLIOCENE MED.,MESSINIANO
5142012,LATERA 1,VULCANITI ALCALINO POTASSICHE,25.0,300.0,PIROCLASTITI E POMICI,QUATERNARIO,
733990,LR B,GRUPPO FORMAZIONI POSTOROGENICHE,25.0,80.0,CONGLOMERATO-ARENARIA-ARGILLITE-LIGNITE-GESSO,MIOCENE-SUP,
45726,LUSTIGNANO 4,GRUPPO FORMAZIONI POSTOROGENICHE,25.0,70.0,CONGLOMERATO-SABBIA-ARGILLA,PLIOCENE-INF,
2249011,MAZARA 3,,25.0,700.0,ARGILLE CON SABBIE,MIOCENE,
1002131,S. CRISTINA 1,ALLUVIONI,25.0,100.0,SABBIE CON INTERCALAZIONI DI ARGILLE E TORBA,HOLOCENE,HOLOCENE
5044020,S.SALVATORE,,25.0,29.0,PEPERINO,,
6922016,SEREGNA 5,,25.0,198.0,ALLUVIONI,QUATERNARIO,
1009501,TEANO 4,COMPLESSO VULCANICO,25.0,27.0,"TUFO A MATRICE ARGILLOSA (DI COLORE MARRONE) INGLOBANTE ELEMENTI VULCANICI DI DIMENSIONI VARIABILI TRA 1 MM ED 1 CM. QUESTI ELEMENTI VULCANICI SONO SCORIE, CINERITI E CRISTALLI ISOLATI",PLEISTOCENE,
3340373,TRAVETTORE 1,CONGLOMERATI DEL MONTELLO,25.0,935.0,GHIAIA POLIGENICA VARICOLORE TALORA PASSANTE A CONGLOMERATO CON INTERCALAZIONI PIU' FREQUENTI NELLA PARTE BASSA DI SABBIA DA FINE A GROSSOLANA PASSANTE TALORA AD ARENARIA E DI ARGILLA GRIGIA E MARRONCINA PIU' O MENO SILTOSO-SABBIOSA,MESSINIANO,
1004156,MONTE TABOR (n. 18),,25.3,29.0,TRACHITE,,
5044018,BAGNACCIO 1,,25.5,45.0,TUFI,,
1005771,MONTEROTONDO 3,SCAGLIA ROSSA,25.55,39.8,ARGILLITE,CRETACEO,EOCENE
1002234,AVALLE 2,LIGURIDI S.L.,26.0,163.0,ARGILLITE-CALCARE MARNOSO,CRETACEO,EOCENE
821070,CASTELLAZZO 1,,26.0,192.0,CIOTTOLI CON  SABBIA E ARGILLA,,
1003940,COLLA H,LIGURIDI S.L.,26.0,57.0,CALCARE-ARGILLITE,CRETACEO,EOCENE
6428001,CAMPORE 1,,26.3,1218.3,ARGILLE CON SABBIE E CONGLOMERATI,PLIOCENE,
1009551,IFV 1,,26.4,69.3,BRECCIA VULCANICA,,
5243005,ALFINA 1BIS,S. FIORA F.L.,27.0,548.0,ARGILLITI E CALCARI MARNOSI,EOCENE,CRETACEO
1009501,TEANO 4,COMPLESSO VULCANICO,27.0,31.0,"TUFO SABBIOSO-SCORIACEO IMPASTATO IN UNA MATRICE DEBOLMENTE ARGILLLOSA DI COLORE MARRONE-BRUCIATO. SONO INGLOBATI ANCHE ELEMENTI DI POZZOLANA BIANCASTRA, LAPILLI VETROSI E BLOCCHETTI SPIGOLOSI MINUTI DI LAVA DAL VERDASTRO AL NERO A STRUTTURA PORFIRICA (TEFRITE O FONOLITE?)",PLEISTOCENE,
1004996,TEANO 5,COMPLESSO VULCANICO,27.5,37.0,"BLOCCHETTI (<1/2 CM) DI LAVA CHIARA, GRIGIA E, SUBORDINATAMENTE, ROSSASTRA, CRISTALLI SCIOLTI DI PLAGIOCLASIO E LAMELLE DI MICA NERA",PLEISTOCENE,
1001758,LEPRATA 2,MACIGNO,28.0,470.0,ARENARIA,OLIGOCENE-S,AQUITANIANO
1005044,TEANO 3,COMPLESSO VULCANICO,28.0,65.0,"TUFO MARRONE A MATRICE SABBIOSA SCURA, MOLTO FINE, BEN COMPATTO, INGLOBANTE ELEMENTI PIU' O MENO GROSSOLANI DI SCORIE VETROSE NERASTRE, POZZOLANA GIALLA, PICCOLE POMICI, LAVE VARIE E CRISTALLI DI PLAGIOCLASIO E DI FEMICI. TRA LE LAVE C'E' UN BLOCCHETTO DI LAVA SCURA A STRUTTURA PORFIRICA (TEFRITE FONOLITICA A LEUCITE)",PLEISTOCENE,
1004156,MONTE TABOR (n. 18),,29.0,32.8,VULCANITI CON TRACHITE,,
5044020,S.SALVATORE,,29.0,36.0,ARGILLE,PLIOCENE MED.,
1000325,TEANO 1,COMPLESSO VULCANICO,29.5,42.0,"TUFO GIALLO INCOERENTE, INGLOBANTE POMICI E FRAMMENTI DI LAVA GRIGIASTRA, BOLLOSA A STRUTTURA VITROFIRICA",PLEISTOCENE,
1008665,BAGGIOVARA 1,COPERTURA ALLUVIONALE,30.0,124.0,GHIAIE E SABBIE,PLEISTOCENE SUP,PLEISTOCENE SUP
274727,CARGNACCO 1,,30.0,90.0,ALLUVIONI,,
1009826,CIGNO 22,CAMPLI,30.0,355.0,ARGILLE MARNOSE,PLIOCENE INF,PLIOCENE INF
1004392,COLONNELLA 1,,30.0,130.0,ARGILLA CALCAREA DEBOLMENTE SILTOSA. FORAMINIFERI FREQUENTI,QUATERNARIO,PLIOCENE SUPERIORE
1005898,FOSSO DEL LUPO 1 DIR,,30.0,875.0,ARGILLA CON TRACCE DI ARENARIA QUARZOSA,PLIOCENE MEDIO,PLIOCENE MEDIO
4765001,LA COCCETTA 1,,30.0,960.0,"ARGILLE,MARNE,CALCARI MARNOSI,GESSI",,
430443,LAMA DEI CERRI 1,COMPLESSO DI CANETOLO,30.0,610.0,,,
5341015,PC 29,CALCARE A PALOMBINI F.L.,30.0,240.0,ARGILLITI E CALCARI SILICEI,CRETACEO,
1002976,POGGIO 1,GRUPPO FORMAZIONI POSTOROGENICHE,30.0,220.0,SABBIA-GHIAIA,QUATERNARIO,
4470001,PONTE CASANOVA 2,,30.0,800.0,ARGILLE CON SABBIE,QUATERNARIO,PLIOCENE
5733001,PONTEDERA 1,,30.0,731.0,"SABBIE,ARGILLE E CIOTTOLI",PLIOCENE,
6434001,RAVIZZA 1,ALLUVIONI,30.0,300.0,,QUATERNARIO,
5535005,S.DALMAZIO 1,FORMAZIONI POSTOROGENICHE,30.0,240.0,"CONGLOMERATI, ARGILLE E SABBIE",NEOGENE,
166440,SANGIOVANNI 1BIS,GRUPPO FORMAZIONI POSTOROGENICHE,30.0,100.0,ARGILLA-SABBIA,PLIOCENE-INF,
242024,SANMARTINO 3,GRUPPO FORMAZIONI POSTOROGENICHE,30.0,540.0,ARGILLA-CONLGLOMERATO-SABBIA,NEOGENE,
4272001,SERRA S.MERCURIO 1,,30.0,285.0,ARGILLE,PLIOCENE,
1000873,VOLPAGO 1,,30.0,435.0,CONGLOMERATI POLIMICTICI CON RARE INTERCALAZIONI DI ARGILLE E MARNE,PONTICO,
1765005,RAGUSA 56DIR.,RAGUSA,30.3,345.3,"WKST/MDST GRIGIO VERDASTRO,CON LIVE",,
1765005,RAGUSA 56DIR.,LEONARDO,30.3,345.3,"WKST/MDST GRIGIO VERDASTRO,CON LIVE",,
5041007,76,SEDIMENTI RECENTI,30.5,90.5,"ARGILLE, SABBIE E TRAVERTINI",QUATERNARIO,
1004143,MONTEROTONDO 5,DIASPRI,30.6,61.05,RADIOLARITI,MALM,
6429001,FELINO 1,,30.9,1575.9,"ARGILLE,ARENARIE,CIOTTOLI CON GHIAIE",PLIOCENE,
5647001,M.CIVITELLO 1,MARNOSO ARENACEA,31.0,1067.0,MARNE E ARENARIE,SERRAVALLIANO,LANGHIANO
5540001,RAPOLANO 1,SCAGLIA ROSSA,31.0,106.0,ARGILLITI E MARNE,CRETACEO SUP.,
1003981,STOLFI,BRECCIA ANIDRITI E DOLOMIE SCT,31.0,120.05,CALCARE DOLOMITICO-ANIDRITE,TRIASSICO-S,
1009501,TEANO 4,COMPLESSO VULCANICO,31.0,39.0,"TUFO SABBIOSO GIALLASTRO MOLTO FINE, MAL CEMENTATO, INGLOBANTE ELEMENTI DI POZZOLANA BIANCASTRA, DI LAVE DIVERDE E CRISTALLI ISOLATI TRA I QUALI E' RICONOSCIBILE LA LEUCITE.",PLEISTOCENE,
6817009,TRECATE A,,31.0,400.0,ALLUVIONI,OLOCENE,
1005128,TROIA 4,,31.0,355.0,"ARGILLA PLASTICA GRIGIO-VERDASTRA, DEBOLMENTE MARNOSA E LEGGERMENTE SILTOSA",PLIOCENE SUPERIORE-PLEISTOCENE,
6513001,ASTI 1,,32.0,367.0,ARGILLE,PLIOCENE,
937710,DANIELA 1,,32.0,1943.0,ARGILLE E SABBIE,QUATERNARIO,PLIOCENE
1006556,ICV 1,,32.0,45.0,TUFO COMPATTO,,
1004805,SANPIERO,FORMAZIONI CONDENSATE DI S.T.,32.0,100.2,DIASPRI-CALCARE,GIURASSICO,
1001473,SANTANTONIO,BRECCIA ANIDRITI E DOLOMIE SCT,32.0,143.0,ANIDRITE,TRIASSICO-S,
6245012,ZORABINI 2,SABBIE DI ASTI,32.4,1130.4,SABBIE,PLEISTOCENE,
1004156,MONTE TABOR (n. 18),,32.8,100.0,TRACHITE,,
4647003,ACQUA LAURENTINA,,33.0,36.0,GHIAIA E SABBIA CON ACQUA IN PRESSIONE,,
6243012,VISTOLI 1,,33.0,2201.0,"SABBIE,MARNE,ARGILLE",PLEISTOCENE,PLIOCENE MED.
7040001,VILLAVERLA 1,,33.02,807.02,"ROCCE EFFUSIVE,MARNE,CALCARI,ARENARIE ED ARGILLE",OLIGOCENE,
5656006,OSIMO 1,,34.8,59.8,ARGILLE CON GHIAIE,PLIOCENE SUP.,
1002315,CARBOLI A ,LIGURIDI S.L.,35.0,240.0,ARGILLITE-CALCARE,CRETACEO,EOCENE
5535017,DOCCIOLI 1,SCAGLIA ROSSA,35.0,45.0,ARGILLITI,OLIGOCENE INF.,
5535020,GABBRO 3,LIGURIDI S.L.,35.0,666.0,"ARGILLITI,CALCARI MARNOSI E SERPENT",CRETACEO SUP.,MALM
2249008,LIPPONE 11,,35.0,712.0,ARGILLE E SABBIE,MIOCENE,
735648,MONTEROTONDO 20,GRUPPO FLYSCH CALC.-MARN. F.L.,35.0,105.0,CALCARE MARNOSO-MARNA-ARENARIA CEM. CARB-ARGILLITE-SILTITI,CRETACEO-SUP,
741910,TRAVALE 23D,LIGURIDI S.L.,35.0,670.0,ARGILLITE-CALCARE MARNOSO,CRETACEO,EOCENE
6723002,S.COLOMBANO 3,,35.2,1597.2,MARNE ARENACEE,MIOCENE,
1009851,CAMPANE,CALCARI SELCIF. GRIG. CHIAR.,35.8,85.5,CALCARE SELCIFERO,LIAS MED.SUP.SL,
5044020,S.SALVATORE,,36.0,54.0,ARGILLE FOSSILIFERE,PLIOCENE MED-,
1004089,VECCHIENNE 1,LIGURIDI S.L.,36.0,745.0,ARGILLITE-CALCARE MARNOSO,CRETACEO,EOCENE
5753001,FILOTTRANO 1,,36.3,915.3,ARGILLE CON SABBIE,PLIOCENE,
6622001,STRADELLA 1,,36.3,2183.3,MARNE E MARNE ARENACEE,MIOCENE,
7340843,CAVIAGA 128,,37.0,68.0,SABBIA E ARGILLA,,
2249007,LIPPONE 8,,37.0,750.0,ARGILLE E SABBIE,MIOCENE,
5556005,MONTEGRANARO 1D,,37.0,1192.0,"ARGILLE,ARGILLE MARNOSE E SABBIE",PLIOCENE SUP.,
1007439,SANMARZIO,MACIGNO,37.0,52.1,ANIDRITE,OLIGOCENE-S,AQUITANIANO
1004996,TEANO 5,COMPLESSO VULCANICO,37.0,83.5,"TUFO ARGILLOSO-SABBIOSO A GRANULOMETRIA MOLTO FINE, TALCOSO AL TATTO E POLVERULENTO QUANDO E' SECCO. INGLOBA FRAMMENTI PIU' O MENO MINUTI (< 1/2 CM) DI LAVA LEUCITICA MARRONE E GRIGIO SCURA, PICCOLE POMICI E POZZOLANE. VERSO IL BASSO LA MATRICE FONDAMENTALE ASSUME UN COLORE OCRACEO O ROSSASTRO, IN CONTRASTO CON LA PARTE SUPERIORE CHE HA COLORE PIU' TENDENTE ALL'AVANA",PLEISTOCENE,
237915,UTA,,37.0,106.0,ARGILLE ROSSE E GRIGIE,EOCENE,
1001728,STIANCE,CALCARI SELCIF. GRIG. CHIAR.,38.5,234.0,CALCARE SELCIFERO,LIAS MED.SUP.SL,
1002675,CAMPIDANO 1,,39.0,89.0,MARNA ARGILLOSA PLASTICA GIALLO BRUNASTRA TALORA SABBIOSA CON QUALCHE INCLUSO CALCAREO,PLIOCENE INFERIORE,
1009501,TEANO 4,COMPLESSO VULCANICO,39.0,48.0,"TUFO SABBIOSO-SCORIACEO INCOERENTE, CON PICCOLE POMICI, MINUTI FRAMMENTI DI LAVA GRIGIO-NERASTRA, POZZOLANE BIANCASTRE. LA PRESENZA NEL TUFO DI ELEMENTI CHIARI E SCURI CONFERISCE ALL'INSIEME UN ASPETTO SALE E PEPE",PLEISTOCENE,
6723002,S.COLOMBANO 3,,39.5,1601.0,MARNE E MARNE ARENACEE,MIOCENE MEDIO-INF (?),PLIOCENE INF
1005771,MONTEROTONDO 3,DIASPRI,39.8,55.7,RADIOLARITI,MALM,
4647004,201,SEDIMENTI RECENTI,40.0,156.0,ARGILLE E CONGLOMERATI,QUATERNARIO,
1008129,BELLARIA,LIGURIDI S.L.,40.0,164.0,DETRITO,ETA' IMPRECISATA,
7346001,BELLUNO 1,,40.0,1720.0,DOLOMIE,TRIASSICO,
5143007,BOLSENA 1,VULCANITI ALCALINO POTASSICHE,40.0,930.0,"LAVE, PIROCLASTITI, POMICI E PYROCL",QUATERNARIO,
1003338,CASCINA BUZZONI 1,RAVENNA,40.0,903.0,ARGILLE CON INTERCALAZIONI DI SABBIE FINI,,
1002436,CLV 16,,40.0,178.0,TUFO,,
5534001,GABBRO 11,SERIE OFIOLITIFERA,40.0,1040.0,OFIOLITI E GABBRI,CRETACEO INF.,GIURASSICO-I
5534001,GABBRO 11,SERIE OFIOLITIFERA,40.0,1040.0,OFIOLITI E GABBRI,GIURASSICO,
3085005,HERA LACINIA 6,,40.0,1323.0,ARGILLE CON SABBIE E CONGLOMERATI,PLIOCENE,
644376,LAGO 5,CALCAREO-MARNOSA F.L.,40.0,90.0,CALCARE MARNOSO-MARNA-CALCARE MICRITICO-SILTITI,CRETACEO-SUP,
741823,PC 30A,CALCARE A PALOMBINI F.L.,40.0,300.0,ARGILLITE-CALCARE-ARENARIA,CRETACEO-INF,
4745002,ROMA 2,FORMAZIONI POSTOROGENICHE,40.0,355.0,ARGILLE E SABBIE,SICILIANO,CALABRIANO
1008544,S.FILIPPO 1,,40.0,175.0,ARGILLA CALCAREA CON SOTTILI LIVELLI DI SABBIE,PLIOCENE SUP,
5434006,S.POMPEO 2,FLYSCH DELLA TOLFA,40.0,160.0,"CALCARI,ARGILLITI E MARNE",CRETACEO SUP.,
1004756,SAN MICHELE 1,F.ne RAVENNA/SANTERNO INTERNA,40.0,1180.0,INTERCALAZIONI DI ARGILLA LOCALMENTE SILTOSA E SABBIA QUARZOSA,PLEISTOCENE,PLEISTOCENE
808604,SESTA 1,CALCARE A PALOMBINI F.L.,40.0,140.0,ARGILLITE-ARENARIA CEM. CARB.-CALCARE MICRITICO,CRETACEO-INF,
6345024,PORTO CORSINI 9BISD,SABBIE DI ASTI,40.1,1169.1,SABBIE,PLEISTOCENE,
2983975,MARTINENGO 1,,40.2,138.2,GHIAIE POLIGENICHE E SABBIE GROSSOLANE CON LIVELLI DI ARGILLA GRIGIO SCURA,,
5558005,ORATA MARE 1D,,41.0,2147.0,"ARGILLE,SABBIE",PLIOCENE SUP.,PLIOCENE INF.
1009124,VOLTURNO 1,,41.0,73.0,ARGILLA E SABBIA,,
5754003,JESI 9,,41.8,121.8,ARGILLE SABBIOSE,QUATERNARIO,PLIOCENE
5044017,22,FORMAZIONI POSTOROGENICHE,42.0,150.0,ARGILLE E SABBIE,PLEISTOCENE,MIOCENE SUP.
2378769,CAVIAGA 127,,42.0,65.0,SABBIA CON ARGILLA (42) E CIOTTOLI (50),,
5557009,LEONI 1,,42.0,986.0,ARGILLE,PLEISTOCENE,PLIOCENE INF.
1007412,PONTINIA 1 BIS,,42.0,232.0,SABBIA ED ARGILLA,SICILIANO,
981096,SIMONETTA 1,,42.0,400.0,,,
1000325,TEANO 1,COMPLESSO VULCANICO,42.0,87.5,"TUFO GRIGIO CON POMICI MINUTE, LAPILLI GRIGI, SABBIE GRIGIO-ROSSASTRE E FRAMMENTI DI LAVA GRIGIASTRA A STRUTTURA BOLLOSA",,
6445006,MANARA 1D,SABBIE DI ASTI,42.5,2151.5,SABBIE,PLEISTOCENE,
1008811,ORAZIO H,BRECCIA ANIDRITI E DOLOMIE SCT,42.5,136.35,ANIDRITE-CALCARE DOLOMITICO,TRIASSICO-S,
5730001,TOMBOLO 1,,42.5,691.5,ARGILLA E SABBIA (A M 403),PLEISTOCENE,
476124,MORGANA 1 DIR,,43.0,300.0,,,
120031,CARASSAI 2BISD,,43.95,4697.95,"ARGILLE CON SABBIE,ARENARIE E CIOTTOLI",PLIOCENE,
990964,114,LIGURIDI S.L.,44.0,434.0,ARGILLITE-CALCARE MARNOSO-OFIOLITE,CRETACEO,EOCENE
1009028,SF2,,44.0,123.0,GESSI,,
5458002,CARASSAI 1,,44.3,4561.3,"ARGILLE CON SABBIE,ARENARIE E MARNE",PLIOCENE,
5446002,PERUGIA 2,,44.6,1499.1,"DOLOMIE,ANIDRITI,ARGILLE E MICASCISTI",TRIASSICO,
6723003,S.COLOMBANO 4,,44.6,4167.6,"MARNECON CIOTTOLI,SABBIE E ARENARI",MIOCENE,
6443001,VALLI DI COMACCHIO 2NW,SABBIE DI ASTI,44.66,913.66,SABBIE ED ARGILLE,PLEISTOCENE,
5044018,BAGNACCIO 1,,45.0,85.0,SABBIE VULCANICHE,,
5535017,DOCCIOLI 1,DIASPRI,45.0,76.0,DIASPRI,MALM,
1006336,FILADIMEZZO,CALCARI SELCIF. GRIG. CHIAR.,45.0,93.1,CALCARE CON QUARZO,LIAS MED.SUP.SL,
1005396,GARIGLIANO 1,,45.0,91.0,GHIAIE CON LIVELLI DI SABBIE ED ARGILLE,,
1006556,ICV 1,,45.0,91.6,TUFO CON POMICI,,
4959004,PESCARA 1,,45.0,354.0,ARGILLE E CALCARI ARENACEI CON CONGLOMERATO,ETA' IMPRECISATA,
1009967,VITTORIO VENETO 1,,45.0,170.0,ARGILLA SILTOSO- SABBIOSA INTERCALATA A LIVELLI DI SABBIE ARGILLOSE,MIOCENE SUP,
2667023,VULCANO 1,,45.15,135.15,PIROCLASTITI CON INTERCALAZIONI DI,,
3820012,AURORA 1,,46.0,94.0,GRANITO INTENSAMENTE FRATTURATO,CARBONIFERO,
824624,MONTE ARCI,,46.0,89.0,DACITE COMPATTA,,
1009722,SELE 1,DELTIZIO,46.0,1500.0,CONGLOMERATI-SABBIE-ARGILLE,QUATERNARIO,
5753002,FILOTTRANO 3,,46.25,791.25,ARGILLE CON SABBIE,PLIOCENE,
6418002,NOVI LIGURE 1,,46.25,302.25,ARGILLE SABBIOSE,PLIOCENE,
1009359,87,MACIGNO,46.4,144.0,ARENARIA-ARGILLITE,OLIGOCENE-S,AQUITANIANO
5456001,ORTEZZANO 1,,46.9,2150.9,ARGILLE E SABBIE,PLIOCENE,
6728001,CAMPAZZO 1,SABBIE DI ASTI,47.0,1602.0,,PLEISTOCENE PLIOCENE SUPERIORE,
2053002,CIANCIANA S1,,47.0,59.0,SABBIE FOSSILIFERE,,
787015,REGINA 1 DIR,,47.0,526.0,SABBIE E ARGILLE,,
5835002,CERTALDO 1,,47.15,1052.15,SABBIE ED ARGILLE,PLIOCENE,
3820013,AURORA 2,,48.0,58.0,GRANITO SANO MOLTO COMPATTO,CARBONIFERO,
90660,DONATELLA W1,,48.0,297.0,,,
1009501,TEANO 4,COMPLESSO VULCANICO,48.0,54.0,"FRAMMENTI E BLOCCHETTI MINUTI (FINO A CIRCA 1 CM) DI SCORIE, LAPILLI, LAVE, POZZOLANE, IMPASTATE IN UN LEGANTE SABBIOSO-ARGILLOSO DI COLORE MARRONE BRUCIATO.",PLEISTOCENE,
163062,VIVIANA 1 DIR,,48.0,350.0,,,
6826001,BELVEDERE 1,ALLUVIONI,49.0,145.0,,,
4844019,CINQUARE 1,,49.0,51.0,ARGILLE MARNOSE BIANCHE BEN STRTIFICATE,PLIOCENE,
5044019,ZITELLE,,49.0,50.0,PALEOSUOLO,PLEISTOCENE,
192803,115,GRUPPO FORMAZIONI POSTOROGENICHE,50.0,185.0,ARGILLA MARNOSA-CONGLOMERATO-ARENARIA CEM. CARB.-CALCARE SILICEO-GESSO,MIOCENE-SUP,
1002707,134,LIGURIDI S.L.,50.0,449.0,OFIOLITE ARGILLITE CALCARE MARNOSO,CRETACEO,EOCENE
5044016,BACUCCO 1,,50.0,135.34,"ARGILLITI, MARNE, CALCARI ED ARENAR",OLIGOCENE,
6242001,BOSCHETTI 1DIR.,ALLUVIONI,50.0,230.0,,,
5535003,BULERA 6,SERIE OFIOLITIFERA,50.0,660.0,GABBRI E DIABASI,GIURASSICO,
5435001,CAGNESI 1,SCAGLIA ROSSA,50.0,60.0,ARGILLITI,OLIGOCENE INF.,CRETACEO SUP.
534471,COLLA 2,FLYSCH,50.0,320.0,"ARGILLITI,CALC.SILICEI,MARNE,ARENAR",CRETACEO SUP.,CRETACEO INF.
26025,COLLA 2B,FLYSCH,50.0,310.0,"ARGILLITI, CALCARI MARNOSI, SILTITI",CRETACEO SUP.,CRETACEO INF.
1001941,FALCOGNANA 1,,50.0,260.0,PREVALENZA DI TUFI CON INTERCALAZIONI DI LAVE MICROCRISTALLINE A LEUCITE. DA M 235 A 260 LIVELLI DI SABBIA QUARZOSA A GRANA MEDIA,PLEISTOCENE,
199533,GROTTITANA,GRUPPO FORMAZIONI POSTOROGENICHE,50.0,280.0,CONGLOMERATO-ARGILLA-SABBIA,PLIOCENE-I,
4059003,ISCHIA 6,EPOMEO,50.0,240.0,TUFI VERDI,,
6398595,MONTE NEVOSO 1 DIR,,50.0,480.0,SABBIA E ARGILLA CON TORBA (434),PLEISTOCENE,
35502,PC 30B,CALCARE A PALOMBINI F.L.,50.0,300.0,ARGILLITE-ARENARIA-CALCARE,CRETACEO-INF,
684090,RADICONDOLI 6,LIGURIDI S.L.,50.0,780.0,ARGILLITE-CALCARE MICRITICO-ARENARIA CEM. CARB,CRETACEO,EOCENE
176114,S. BARTOLO 1,,50.0,193.0,CALCARE CON SPALMATURE DI BITUME (100),MIOCENE INF.,
1004348,S.ANGELO Cinigiano,,50.0,85.0,"ARGILLE, SABBIE E CIOTTOLI",,
473961,SESTA 5,CALCAREO-MARNOSA F.L.,50.0,465.0,CALCARE MARNOSO-MARNA-CALCARENITE-ARENARIA CEM. CARB.,CRETACEO-SUP,
5534013,VC 10,FORMAZIONI POSTOROGENICHE,50.0,290.0,"CONGLOMERATI,ARGILLE E CALCARI",PLIOCENE INF.,
5634001,VILLA LE MONACHE,,50.0,310.0,ARGILLE E CONGLOMERATI,,
5044019,ZITELLE,,50.0,73.0,SABBIE VULCANICHE,PLEISTOCENE,
1007704,EXBELGA,BRECCIA ANIDRITI E DOLOMIE SCT,50.75,112.0,ANIDRITE-CALCARE DOLOMITICO,TRIASSICO-S,
1007866,SANFEDERICO 2,LIGURIDI S.L.,50.8,83.2,CALCARE-ARGILLITE-QUARZITI,CRETACEO,EOCENE
238149,66,MACIGNO,51.0,216.0,ARENARIA CEM. CARB-ARGILLITE,OLIGOCENE-SUP,MIOCENE-INF
1000705,CARBOLIHN 2,LIGURIDI S.L.,51.0,78.35,CALCARE-ARGILLITE-OFIOLITE,CRETACEO,EOCENE
4844019,CINQUARE 1,,51.0,103.0,"CALCARI, MARNE ED ARGILLE",CRETACEO,
4060007,CLV 17,EPOMEO,51.0,145.0,TUFI VERDI E POMICI ALTERATE,,
2448001,BALATA INICI,,52.0,115.0,ARGILLE PASSANTI A SABBIE ARGILLOSE,,
1004632,CIRCO MASSIMO,,52.0,940.0,ARGILLE E SABBIE,PLIOCENE,
755257,ELISABETTA 1,,52.0,303.0,,,
1007439,SANMARZIO,GRUP. FORM DEL VERRUCANO SCT,52.1,124.9,SCISTO-QUARZITI,TRIASSICO,
6339002,MINERBIO 47DIR.,,52.4,192.4,ALLUVIONI,QUATERNARIO,
636873,SANPIERONUOVO,BRECCIA ANIDRITI E DOLOMIE SCT,52.5,85.0,ANIDRITE-CALCARE DOLOMITICO,TRIASSICO-SUP,
1006497,TRAVALEHN 2,BRECCIA ANIDRITI E DOLOMIE SCT,52.8,179.0,ANIDRITE-CALCARE DOLOMITICO,TRIASSICO-S,
1004069,CASE,BRECCIA ANIDRITI E DOLOMIE SCT,53.0,552.0,ANIDRITE-CALCARE-CALCARE CON QUARZO,TRIASSICO-S,
2449001,COSTA DI BALLO,,53.0,58.0,ARGILLA VERDE SABBIOSA,TORTONIANO,
1863002,PIANO LUPO 1,NARBONE,53.2,518.2,ARGILLA CON LIVELLETTI DI ARENARIA,,
1863002,PIANO LUPO 1,RIBERA,53.2,518.2,ARGILLA CON LIVELLETTI DI ARENARIA,,
5557004,GROTTAMARE 1,,53.95,2214.95,"ARGILLE,MARNE",PLIOCENE SUP.,
